timestamp,test-class,test-method,time,description,result
2021-06-04 18:14:44.124,acme.testing.anonymous.shout.AnonymousShoutListTest,listShoutNotOlderThanOneMonth,1009,"[2] recordIndex=1",OK
2021-06-04 18:14:45.361,acme.testing.anonymous.shout.AnonymousShoutListTest,listShoutNotOlderThanOneMonth,1015,"[3] recordIndex=2",OK
2021-06-04 18:14:46.581,acme.testing.anonymous.shout.AnonymousShoutListTest,listShoutNotOlderThanOneMonth,995,"[4] recordIndex=3",OK
2021-06-04 18:14:47.871,acme.testing.anonymous.shout.AnonymousShoutListTest,listShoutNotOlderThanOneMonth,1054,"[5] recordIndex=4",OK
2021-06-04 18:14:49.098,acme.testing.anonymous.shout.AnonymousShoutListTest,listShoutNotOlderThanOneMonth,1031,"[6] recordIndex=5",OK
2021-06-04 18:14:50.384,acme.testing.anonymous.shout.AnonymousShoutListTest,listShoutNotOlderThanOneMonth,1058,"[7] recordIndex=6",OK
2021-06-04 18:15:03.184,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createShoutWithAnonymousPositive,3983,"[1] recordIndex=7, author=Coyote, text=Hello, I'm happy, date=2020/04/04, money=12, currency=euro, flag=true",OK
2021-06-04 18:15:07.071,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createShoutWithAnonymousPositive,3677,"[2] recordIndex=8, author=José Mota, text=Play tennis, date=2030/01/6, money=12.91, currency=dollar, flag=false",OK
2021-06-04 18:15:11.143,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createShoutWithAnonymousPositive,3864,"[3] recordIndex=9, author=Pablo, text=to eat, date=1999/02/27, money=0.1, currency=euro, flag=true",OK
2021-06-04 18:15:14.975,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createShoutWithAnonymousPositive,3619,"[4] recordIndex=10, author=Juanito, text=This is very interesting, date=2020/05/01, money=0, currency=dollar, flag=false",OK
2021-06-04 18:15:17.553,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createShoutWithAnonymousNegative,2378,"[1] recordIndex=0, author=null, text=null, date=null, money=null, currency=euro, flag=false",OK
2021-06-04 18:15:20.221,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createShoutWithAnonymousNegative,2443,"[2] recordIndex=0, author=nigeria, text=milliondollar, date=dsqwd, money=sdqw, currency=euro, flag=false",OK
2021-06-04 18:15:23.086,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createShoutWithAnonymousNegative,2644,"[3] recordIndex=0, author=aa, text=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa…, date=12/12/2020, money=-12, currency=euro, flag=false",OK
2021-06-04 18:15:25.738,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createShoutWithAnonymousNegative,2430,"[4] recordIndex=0, author=a, text=hardcore, date=12/2020/12, money=2.13819231, currency=euro, flag=false",OK
